session_id,gps_date,gps_time,latitude,longitude,velocity,course,satellites_in_view,satellites_used,hdop
20260609_190003,6/9/2026,03:40.0,32.1034187,36.1125008,1.413,7.88,11,9,0.91
20260609_190003,6/9/2026,03:41.0,32.10343,36.1125043,1.252,11.43,11,9,0.91
20260609_190003,6/9/2026,03:42.0,32.1034413,36.1125083,1.313,18.14,11,9,0.91
20260609_190003,6/9/2026,03:43.0,32.1034527,36.1125137,1.427,19.28,11,9,0.91
20260609_190003,6/9/2026,03:44.0,32.1034635,36.1125193,1.399,19.18,11,9,0.91
20260609_190003,6/9/2026,03:45.0,32.1034737,36.1125248,1.292,20.48,11,9,0.91
20260609_190003,6/9/2026,03:46.0,32.1034838,36.1125303,1.256,21.65,11,9,0.91
20260609_190003,6/9/2026,03:47.0,32.1034945,36.1125358,1.331,24.3,11,9,0.91
20260609_190003,6/9/2026,03:48.0,32.1035057,36.1125412,1.331,23.9,11,9,0.91
20260609_190003,6/9/2026,03:49.0,32.1035163,36.1125463,1.248,26.12,11,9,0.91
20260609_190003,6/9/2026,03:50.0,32.1035248,36.1125533,1.149,30.1,11,9,1.02
20260609_190003,6/9/2026,03:51.0,32.103534,36.1125603,1.236,29.95,11,9,1.02
20260609_190003,6/9/2026,03:52.0,32.103545,36.1125643,1.257,19.35,11,9,1.02
20260609_190003,6/9/2026,03:53.0,32.1035555,36.112566,1.177,5.18,11,9,0.91
20260609_190003,6/9/2026,03:54.0,32.1035678,36.112567,1.386,5.85,11,9,0.91
20260609_190003,6/9/2026,03:55.0,32.1035793,36.1125707,1.319,11.92,11,9,0.91
20260609_190003,6/9/2026,03:56.0,32.103591,36.1125727,1.257,8.94,11,9,0.91
20260609_190003,6/9/2026,03:57.0,32.103604,36.1125715,1.577,358.63,11,9,0.91
20260609_190003,6/9/2026,03:58.0,32.1036147,36.1125718,1.17,359.23,11,9,0.91
20260609_190003,6/9/2026,03:59.0,32.1036235,36.112575,1.119,5.98,11,9,0.91
20260609_190003,6/9/2026,04:00.0,32.1036338,36.1125783,1.244,7.94,11,9,0.91
20260609_190003,6/9/2026,04:01.0,32.1036448,36.1125843,1.316,17.36,11,9,0.91
20260609_190003,6/9/2026,04:02.0,32.1036555,36.1125867,1.171,16.36,11,9,0.91
20260609_190003,6/9/2026,04:03.0,32.103667,36.1125898,1.271,8.71,11,9,0.91
20260609_190003,6/9/2026,04:04.0,32.1036773,36.1125933,1.191,9.61,11,9,0.91
20260609_190003,6/9/2026,04:05.0,32.1036872,36.1125987,1.19,17.14,11,9,0.91
20260609_190003,6/9/2026,04:06.0,32.1036975,36.1126048,1.322,18.99,11,9,0.91
20260609_190003,6/9/2026,04:07.0,32.103709,36.1126095,1.321,16.12,11,9,0.91
20260609_190003,6/9/2026,04:08.0,32.10372,36.112613,1.246,16.24,11,9,0.91
20260609_190003,6/9/2026,04:09.0,32.1037305,36.1126203,1.316,19.94,11,9,0.91
20260609_190003,6/9/2026,04:10.0,32.1037427,36.1126252,1.34,17.83,11,9,0.91
20260609_190003,6/9/2026,04:11.0,32.1037537,36.1126282,1.226,16.12,11,9,0.91
20260609_190003,6/9/2026,04:12.0,32.1037647,36.1126303,1.239,11.91,11,9,0.91
20260609_190003,6/9/2026,04:13.0,32.1037767,36.1126322,1.264,10.1,11,9,0.91
20260609_190003,6/9/2026,04:14.0,32.1037875,36.1126352,1.131,10.86,11,9,0.91
20260609_190003,6/9/2026,04:15.0,32.1037973,36.1126373,1.014,11.23,11,9,0.91
20260609_190003,6/9/2026,04:16.0,32.1038073,36.1126392,1.106,10.72,11,9,0.91
20260609_190003,6/9/2026,04:17.0,32.1038187,36.1126425,1.302,14.89,11,9,0.91
20260609_190003,6/9/2026,04:18.0,32.1038302,36.112647,1.339,18.24,11,9,0.91
20260609_190003,6/9/2026,04:19.0,32.103843,36.1126507,1.43,17.34,11,9,0.91
20260609_190003,6/9/2026,04:20.0,32.1038548,36.1126545,1.306,18.06,11,9,0.91
20260609_190003,6/9/2026,04:21.0,32.103866,36.1126583,1.311,18.68,11,9,0.91
20260609_190003,6/9/2026,04:22.0,32.1038785,36.1126612,1.451,20.31,11,9,0.91
20260609_190003,6/9/2026,04:23.0,32.1038902,36.112666,1.333,25.72,11,9,0.91
20260609_190003,6/9/2026,04:24.0,32.1039015,36.1126723,1.351,25.69,11,9,0.91
20260609_190003,6/9/2026,04:25.0,32.1039128,36.1126772,1.26,20.24,11,9,0.91
20260609_190003,6/9/2026,04:26.0,32.1039237,36.1126818,1.283,21.02,11,9,0.91
20260609_190003,6/9/2026,04:27.0,32.1039353,36.11269,1.488,26.52,11,9,0.91
20260609_190003,6/9/2026,04:28.0,32.103947,36.1126963,1.413,22.06,11,9,0.91
20260609_190003,6/9/2026,04:29.0,32.1039578,36.1126988,1.221,13.87,11,9,0.91
20260609_190003,6/9/2026,04:30.0,32.1039687,36.1127013,1.258,11.99,11,9,0.91
20260609_190003,6/9/2026,04:31.0,32.1039752,36.112706,0.755,11.99,11,9,0.91
20260609_190003,6/9/2026,04:32.0,32.1039835,36.1127093,1.119,12.67,11,9,0.91
20260609_190003,6/9/2026,04:33.0,32.1039933,36.1127133,1.186,17.92,11,9,0.91
20260609_190003,6/9/2026,04:34.0,32.1040052,36.1127183,1.32,20.75,11,9,0.91
20260609_190003,6/9/2026,04:35.0,32.1040168,36.1127218,1.261,15.96,11,9,0.91
20260609_190003,6/9/2026,04:36.0,32.1040303,36.1127242,1.349,15.88,11,9,0.91
20260609_190003,6/9/2026,04:37.0,32.1040467,36.1127258,1.23,17.74,11,9,0.91
20260609_190003,6/9/2026,04:38.0,32.1040588,36.1127313,1.318,22.38,11,9,0.91
20260609_190003,6/9/2026,04:39.0,32.1040727,36.1127333,1.302,16.32,11,9,0.91
20260609_190003,6/9/2026,04:40.0,32.104086,36.1127355,1.338,14.12,11,9,0.91
20260609_190003,6/9/2026,04:41.0,32.1040968,36.1127375,1.169,11.49,11,9,0.91
20260609_190003,6/9/2026,04:42.0,32.1041083,36.1127377,1.152,6.87,11,9,0.91
20260609_190003,6/9/2026,04:43.0,32.104121,36.1127397,1.303,12.5,11,9,0.91
20260609_190003,6/9/2026,04:44.0,32.1041355,36.1127413,1.299,13.24,11,9,0.91
20260609_190003,6/9/2026,04:45.0,32.1041465,36.1127443,1.161,13.87,11,9,0.91
20260609_190003,6/9/2026,04:46.0,32.1041553,36.11275,1.18,23.96,11,9,0.91
20260609_190003,6/9/2026,04:47.0,32.1041675,36.1127552,1.296,23.73,11,9,0.91
20260609_190003,6/9/2026,04:48.0,32.104179,36.1127605,1.206,25.53,11,9,0.91
20260609_190003,6/9/2026,04:49.0,32.1041897,36.1127655,1.202,24.96,11,9,0.91
20260609_190003,6/9/2026,04:50.0,32.1042008,36.1127712,1.335,24.04,11,9,0.91
20260609_190003,6/9/2026,04:51.0,32.1042115,36.1127753,1.185,20.71,11,9,0.91
20260609_190003,6/9/2026,04:52.0,32.1042217,36.1127795,1.106,22.64,11,9,0.91
20260609_190003,6/9/2026,04:53.0,32.1042308,36.1127838,1.026,23.35,11,9,0.91
20260609_190003,6/9/2026,04:54.0,32.1042438,36.112787,1.479,17.86,11,9,0.91
20260609_190003,6/9/2026,04:55.0,32.104255,36.1127895,1.124,13.91,11,9,0.91
20260609_190003,6/9/2026,04:56.0,32.1042657,36.1127922,1.193,11.89,11,9,0.91
20260609_190003,6/9/2026,04:57.0,32.1042755,36.1127962,1.182,13.7,11,9,0.91
20260609_190003,6/9/2026,04:58.0,32.1042857,36.1128027,1.09,13.7,11,9,0.91
20260609_190003,6/9/2026,04:59.0,32.1042965,36.1128083,1.136,19.7,11,9,0.91
20260609_190003,6/9/2026,05:00.0,32.1043077,36.1128125,1.271,18.97,11,9,0.91
20260609_190003,6/9/2026,05:01.0,32.1043187,36.1128167,1.252,18.97,11,9,0.91
20260609_190003,6/9/2026,05:02.0,32.1043285,36.1128143,0.997,18.97,11,9,0.91
20260609_190003,6/9/2026,05:03.0,32.1043402,36.1128155,1.136,18.97,11,9,0.91
20260609_190003,6/9/2026,05:04.0,32.104352,36.112819,1.175,17.37,11,9,0.91
20260609_190003,6/9/2026,05:05.0,32.104362,36.1128237,1.157,23.92,11,9,0.91
20260609_190003,6/9/2026,05:06.0,32.1043722,36.11283,1.011,23.92,11,9,0.91
20260609_190003,6/9/2026,05:07.0,32.1043802,36.112835,0.954,23.92,11,9,0.91
20260609_190003,6/9/2026,05:08.0,32.104389,36.1128387,1.015,23.92,11,9,0.91
20260609_190003,6/9/2026,05:09.0,32.104399,36.1128432,0.892,23.92,11,9,0.91
20260609_190003,6/9/2026,05:10.0,32.1044073,36.1128472,0.894,23.92,11,9,0.91
20260609_190003,6/9/2026,05:11.0,32.1044212,36.1128495,1.311,17.03,11,9,0.91
20260609_190003,6/9/2026,05:12.0,32.1044323,36.112852,1.092,17.03,11,9,0.91
20260609_190003,6/9/2026,05:13.0,32.1044402,36.1128558,1.008,17.03,11,9,0.91
20260609_190003,6/9/2026,05:14.0,32.1044495,36.1128588,0.898,17.03,11,9,0.91
20260609_190003,6/9/2026,05:15.0,32.1044638,36.112862,0.917,17.03,11,9,0.91
20260609_190003,6/9/2026,05:16.0,32.1044787,36.112864,1.211,12.4,11,9,0.91
20260609_190003,6/9/2026,05:17.0,32.1044892,36.1128693,1.066,16.4,11,9,0.9
20260609_190003,6/9/2026,05:18.0,32.1045013,36.1128725,0.928,9.16,11,9,0.9
20260609_190003,6/9/2026,05:19.0,32.1045118,36.112872,0.878,9.16,11,9,0.9
20260609_190003,6/9/2026,05:20.0,32.1045138,36.112881,1.053,9.16,11,9,0.9
20260609_190003,6/9/2026,05:21.0,32.104512,36.1128982,1.551,9.16,11,9,0.99
20260609_190003,6/9/2026,05:22.0,32.1045213,36.112904,1.032,9.16,11,9,0.99
20260609_190003,6/9/2026,05:23.0,32.1045347,36.1129048,1.062,9.16,11,9,0.99
20260609_190003,6/9/2026,05:24.0,32.1045493,36.1129057,1.39,7.76,11,9,0.99
20260609_190003,6/9/2026,05:25.0,32.1045572,36.1129112,1.056,7.76,11,9,0.9
20260609_190003,6/9/2026,05:26.0,32.1045753,36.1129127,1.797,6.9,11,9,0.9
20260609_190003,6/9/2026,05:27.0,32.1045912,36.112916,1.629,6.71,11,9,0.9
20260609_190003,6/9/2026,05:28.0,32.1045987,36.1129215,0.946,6.71,11,9,0.9
20260609_190003,6/9/2026,05:29.0,32.104612,36.1129238,1.395,6.33,11,9,0.9
20260609_190003,6/9/2026,05:30.0,32.1046268,36.1129247,1.594,6.41,11,9,0.9
20260609_190003,6/9/2026,05:31.0,32.1046397,36.1129257,1.327,6.41,11,9,0.9
20260609_190003,6/9/2026,05:32.0,32.1046548,36.1129257,1.434,6.53,11,9,0.9
20260609_190003,6/9/2026,05:33.0,32.1046695,36.1129277,1.481,8.84,11,9,0.9
20260609_190003,6/9/2026,05:34.0,32.1046825,36.1129263,1.17,8.84,11,9,0.9
20260609_190003,6/9/2026,05:35.0,32.104688,36.1129333,0.91,8.84,11,9,0.9
20260609_190003,6/9/2026,05:36.0,32.1046993,36.1129383,1.163,8.84,11,9,0.9
20260609_190003,6/9/2026,05:37.0,32.104712,36.1129395,1.142,8.84,11,9,0.9
20260609_190003,6/9/2026,05:38.0,32.1047218,36.1129472,1.102,12.72,11,9,0.9
20260609_190003,6/9/2026,05:39.0,32.1047342,36.1129528,1.061,18.24,11,9,0.9
20260609_190003,6/9/2026,05:40.0,32.1047445,36.1129562,1.267,16.98,11,9,0.9
20260609_190003,6/9/2026,05:41.0,32.1047577,36.1129572,1.244,14.73,11,9,0.9
20260609_190003,6/9/2026,05:42.0,32.1047682,36.1129603,1.136,14.73,11,9,0.9
20260609_190003,6/9/2026,05:43.0,32.104776,36.1129657,1.095,14.73,11,9,0.9
20260609_190003,6/9/2026,05:44.0,32.1047912,36.1129722,1.221,14.73,11,9,0.9
20260609_190003,6/9/2026,05:45.0,32.1048025,36.1129782,1.424,18.97,11,9,0.9
20260609_190003,6/9/2026,05:46.0,32.104816,36.1129822,1.364,16.37,11,9,0.9
20260609_190003,6/9/2026,05:47.0,32.104825,36.1129833,1.34,14.78,11,9,0.9
20260609_190003,6/9/2026,05:48.0,32.1048385,36.1129865,1.289,14.3,11,9,0.9
20260609_190003,6/9/2026,05:49.0,32.1048502,36.1129868,1.391,13.74,11,9,0.9
20260609_190003,6/9/2026,05:50.0,32.104863,36.1129882,1.347,12.47,11,9,0.9
20260609_190003,6/9/2026,05:51.0,32.1048762,36.1129885,1.418,11.92,11,9,0.9
20260609_190003,6/9/2026,05:52.0,32.1048895,36.1129903,1.457,11.03,11,9,0.9
20260609_190003,6/9/2026,05:53.0,32.1049017,36.112993,1.219,13.17,11,9,0.9
20260609_190003,6/9/2026,05:54.0,32.1049137,36.112997,1.258,12.55,11,9,0.9
20260609_190003,6/9/2026,05:55.0,32.1049253,36.1130003,1.242,11.18,11,9,0.9
20260609_190003,6/9/2026,05:56.0,32.1049372,36.1130048,1.215,16.8,11,8,1.07
20260609_190003,6/9/2026,05:57.0,32.1049468,36.1130072,1.252,10.79,11,9,1.06
20260609_190003,6/9/2026,05:58.0,32.104954,36.1130105,0.984,23.45,11,8,1.01
20260609_190003,6/9/2026,05:59.0,32.104965,36.1130162,1.47,25.23,11,9,1.1
20260609_190003,6/9/2026,06:00.0,32.10497801,36.11301997,1.723,16.07,11,9,1.14
20260609_190003,6/9/2026,06:01.0,32.1049912,36.1130228,1.3,13.74,10,8,1.1
20260609_190003,6/9/2026,06:02.0,32.1050028,36.1130272,1.172,17.22,9,8,1.08
20260609_190003,6/9/2026,06:03.0,32.105015,36.1130312,1.31,17.64,10,8,1.11
20260609_190003,6/9/2026,06:04.0,32.105026,36.113035,1.48,14.05,11,9,1.12
20260609_190003,6/9/2026,06:05.0,32.105037,36.1130387,1.136,13.38,11,8,1.06
20260609_190003,6/9/2026,06:06.0,32.105048,36.113042,1.402,17.49,11,9,1.13
20260609_190003,6/9/2026,06:07.0,32.105057,36.1130508,1.108,31.49,11,8,1.12
20260609_190003,6/9/2026,06:08.0,32.1050688,36.1130552,1.204,17.49,11,8,0.95
20260609_190003,6/9/2026,06:09.0,32.1050792,36.1130617,1.129,26.22,11,9,1.1
20260609_190003,6/9/2026,06:10.0,32.10508834,36.11306761,0.96,24.64,11,6,1.26
20260609_190003,6/9/2026,06:11.0,32.1051013,36.1130718,1.691,11.39,9,7,1.52
20260609_190003,6/9/2026,06:12.0,32.10511379,36.1130742,1.281,4.28,11,7,1.24
20260609_190003,6/9/2026,06:13.0,32.1051257,36.113077,1.174,14.58,9,7,1.16
20260609_190003,6/9/2026,06:14.0,32.1051368,36.1130798,1.367,14.3,11,8,1.38
20260609_190003,6/9/2026,06:15.0,32.10514534,36.11308373,1.167,24.62,11,7,1.3
20260609_190003,6/9/2026,06:16.0,32.10515824,36.11308956,1.306,16.13,11,8,1.32
20260609_190003,6/9/2026,06:17.0,32.105166,36.11309254,0.8,16.01,10,7,1.42
20260609_190003,6/9/2026,06:18.0,32.10517808,36.11309641,1.248,15.84,11,7,1.17
20260609_190003,6/9/2026,06:19.0,32.10519084,36.11310098,1.598,14.36,10,7,1.37
20260609_190003,6/9/2026,06:20.0,32.10519728,36.11310239,0.95,9.41,11,7,1.31
20260609_190003,6/9/2026,06:21.0,32.10521318,36.11310531,1.572,12.5,9,6,1.24
20260609_190003,6/9/2026,06:22.0,32.10521546,36.11310761,0.228,14.32,10,6,1.68
20260609_190003,6/9/2026,06:23.0,32.10522376,36.11310974,1.183,8.93,9,8,1.41
20260609_190003,6/9/2026,06:24.0,32.10522613,36.11311066,0.522,6.67,11,7,1.6
20260609_190003,6/9/2026,06:25.0,32.10524419,36.11311594,1.873,10.26,11,8,1.48
20260609_190003,6/9/2026,06:26.0,32.10525288,36.11312021,1.258,23.47,11,8,1.28
20260609_190003,6/9/2026,06:27.0,32.10526102,36.1131229,0.746,23.72,9,8,1.53
20260609_190003,6/9/2026,06:28.0,32.10526379,36.11312506,0.119,25.86,11,8,1.25
20260609_190003,6/9/2026,06:29.0,32.10527371,36.11313009,1.028,24.68,11,7,1.62
20260609_190003,6/9/2026,06:30.0,32.10527977,36.11313297,0.502,23.07,11,7,1.58
20260609_190003,6/9/2026,06:31.0,32.10528156,36.11313821,0.715,25.23,11,6,1.7
20260609_190003,6/9/2026,06:32.0,32.10528893,36.11314364,1.043,34.74,11,6,1.39
20260609_190003,6/9/2026,06:33.0,32.10528534,36.11314229,0.205,36.24,11,8,1.16
20260609_190003,6/9/2026,06:34.0,32.10528108,36.11314238,0.246,37.92,11,6,1.57
20260609_190003,6/9/2026,06:35.0,32.10529486,36.11314762,1.709,17.64,11,6,1.5
20260609_190003,6/9/2026,06:36.0,32.10529383,36.11314568,0.434,15.05,8,6,1.25
20260609_190003,6/9/2026,06:37.0,32.10529033,36.11314325,0.334,17.12,10,6,1.36
20260609_190003,6/9/2026,06:38.0,32.10529681,36.11314822,0.738,31.91,10,7,1.64
20260609_190003,6/9/2026,06:39.0,32.10528962,36.11314503,0.712,61.91,10,8,1.48
20260609_190003,6/9/2026,06:40.0,32.10528982,36.11314857,0.127,63.17,8,6,1.55
20260609_190003,6/9/2026,06:41.0,32.10529096,36.11315037,0.374,60.2,10,8,1.7
20260609_190003,6/9/2026,06:42.0,32.10528787,36.11315362,0.647,58.62,9,7,1.16
20260609_190003,6/9/2026,06:43.0,32.10527681,36.11315366,1.344,88.62,10,8,1.47
20260609_190003,6/9/2026,06:44.0,32.10528029,36.11315388,0.198,88.99,9,7,1.43
20260609_190003,6/9/2026,06:45.0,32.10528855,36.11315596,0.741,58.99,10,6,1.22
20260609_190003,6/9/2026,06:46.0,32.10528232,36.11315632,0.54,61.76,10,7,1.2
20260609_190003,6/9/2026,06:47.0,32.10527062,36.11315214,1.24,91.76,8,8,1.27
20260609_190003,6/9/2026,06:48.0,32.10528064,36.11315789,1.118,61.76,10,7,1.32
20260609_190003,6/9/2026,06:49.0,32.10527097,36.11315557,0.93,91.76,9,7,1.51
20260609_190003,6/9/2026,06:50.0,32.10525492,36.1131543,1.574,121.76,10,8,1.54
20260609_190003,6/9/2026,06:51.0,32.10525887,36.11315634,0.63,121.09,10,6,1.64
20260609_190003,6/9/2026,06:52.0,32.10524111,36.11315287,1.819,151.09,10,8,1.26
20260609_190003,6/9/2026,06:53.0,32.10523511,36.11315254,0.852,147.79,10,7,1.27
20260609_190003,6/9/2026,06:54.0,32.10525096,36.11316375,2.141,117.79,10,6,1.08
20260609_190003,6/9/2026,06:55.0,32.10523894,36.11315845,1.644,147.79,10,8,1.55
20260609_190003,6/9/2026,06:56.0,32.10522231,36.1131583,2.073,169.79,9,6,1.31
20260609_190003,6/9/2026,06:57.0,32.10520417,36.11315336,1.87,188.81,10,7,1.3
20260609_190003,6/9/2026,06:58.0,32.1052091,36.11316074,1.025,158.81,10,8,1.62
20260609_190003,6/9/2026,06:59.0,32.10519404,36.11315523,1.613,188.81,10,6,1.48
20260609_190003,6/9/2026,07:00.0,32.10518713,36.11315644,0.63,172.47,10,7,1.4
20260609_190003,6/9/2026,07:01.0,32.10516995,36.11315626,2.072,181.84,8,7,1.29
20260609_190003,6/9/2026,07:02.0,32.10516085,36.11315953,0.922,163.69,10,8,1.28
20260609_190003,6/9/2026,07:03.0,32.10514814,36.11315585,1.654,185.69,10,7,1.28
20260609_190003,6/9/2026,07:04.0,32.10513111,36.1131486,2.133,198.1,10,8,1.32
20260609_190003,6/9/2026,07:05.0,32.1051132,36.11314433,2.151,194.88,10,8,1.2
20260609_190003,6/9/2026,07:06.0,32.10510447,36.11313724,1.309,212.69,8,8,1.68
20260609_190003,6/9/2026,07:07.0,32.10508543,36.11313391,1.952,190.69,8,7,1.64
20260609_190003,6/9/2026,07:08.0,32.10509041,36.11313886,0.838,160.69,9,6,1.68
20260609_190003,6/9/2026,07:09.0,32.10507621,36.11313719,1.762,182.69,10,6,1.36
20260609_190003,6/9/2026,07:10.0,32.10505876,36.11312864,1.927,199.66,10,6,1.25
20260609_190003,6/9/2026,07:11.0,32.10505053,36.11312636,1.138,193.08,10,8,1.21
20260609_190003,6/9/2026,07:12.0,32.10503415,36.11311555,2.199,210.9,8,7,1.39
20260609_190003,6/9/2026,07:13.0,32.10501641,36.11310822,1.868,202.57,9,7,1.27
20260609_190003,6/9/2026,07:14.0,32.10501499,36.11311331,0.367,201.14,10,8,1.28
20260609_190003,6/9/2026,07:15.0,32.10500615,36.11310471,1.484,218.02,10,7,1.45
20260609_190003,6/9/2026,07:16.0,32.10500025,36.11309922,0.991,211.02,10,6,1.34
20260609_190003,6/9/2026,07:17.0,32.10498872,36.11309124,1.691,209.87,9,8,1.44
20260609_190003,6/9/2026,07:18.0,32.1049829,36.11309115,0.419,205.14,10,8,1.48
20260609_190003,6/9/2026,07:19.0,32.10498532,36.11309876,0.608,175.14,10,8,1.12
20260609_190003,6/9/2026,07:20.0,32.1049718,36.11308386,1.879,205.14,10,7,1.53
20260609_190003,6/9/2026,07:21.0,32.10495871,36.11306736,1.98,227.14,10,7,1.44
20260609_190003,6/9/2026,07:22.0,32.10495198,36.11306754,0.601,197.14,9,7,1.64
20260609_190003,6/9/2026,07:23.0,32.10495188,36.11307505,0.566,167.14,8,8,1.2
20260609_190003,6/9/2026,07:24.0,32.10494947,36.11306259,1.031,197.14,9,6,1.56
20260609_190003,6/9/2026,07:25.0,32.10494528,36.11306566,0.725,195.99,10,7,1.58
20260609_190003,6/9/2026,07:26.0,32.10495227,36.11306236,1.064,225.99,10,7,1.12
20260609_190003,6/9/2026,07:27.0,32.10493878,36.1130469,1.907,224.7,10,8,1.76
20260609_190003,6/9/2026,07:28.0,32.10492335,36.11303522,2.179,212.35,10,8,1.33
20260609_190003,6/9/2026,07:29.0,32.10492588,36.11304076,0.351,213.58,10,7,1.23
20260609_190003,6/9/2026,07:30.0,32.10492318,36.11303353,0.527,235.58,10,6,1.61
20260609_190003,6/9/2026,07:31.0,32.10492634,36.11304814,1.245,205.58,10,5,1.26
20260609_190003,6/9/2026,07:32.0,32.10493221,36.11305057,0.888,209.55,9,7,1.66
20260609_190003,6/9/2026,07:33.0,32.10492566,36.11304109,0.986,231.55,10,6,1.52
20260609_190003,6/9/2026,07:34.0,32.10492171,36.11303914,0.701,233.5,10,6,1.09
20260609_190003,6/9/2026,07:35.0,32.10493265,36.11304372,1.46,263.5,9,7,1.67
20260609_190003,6/9/2026,07:36.0,32.10492952,36.1130363,0.554,249.5,10,9,1.21
20260609_190003,6/9/2026,07:37.0,32.10492831,36.11302619,1.166,260.46,10,9,1.2
20260609_190003,6/9/2026,07:38.0,32.10491576,36.11303293,1.762,238.46,10,9,1.27
20260609_190003,6/9/2026,07:39.0,32.10491621,36.11303619,0.12,238.42,10,9,1.38
20260609_190003,6/9/2026,07:40.0,32.10491336,36.11303457,0.122,236.58,10,9,1.23
20260609_190003,6/9/2026,07:41.0,32.1049252,36.11303684,1.113,258.58,10,9,1.09
20260609_190003,6/9/2026,07:42.0,32.10492202,36.11303888,0.186,257.6,10,9,1.03
20260609_190003,6/9/2026,07:43.0,32.10492603,36.11303165,0.613,279.6,10,9,1.07
20260609_190003,6/9/2026,07:44.0,32.10492037,36.11303964,0.791,257.6,10,8,1.11
20260609_190003,6/9/2026,07:45.0,32.1049184,36.11303414,0.387,257.3,10,9,1.24
20260609_190003,6/9/2026,07:46.0,32.10491485,36.11303368,0.52,257.49,10,8,1.1
20260609_190003,6/9/2026,07:47.0,32.10492789,36.11303471,1.292,279.49,10,7,1.32
20260609_190003,6/9/2026,07:48.0,32.10492522,36.11302506,1.144,257.49,10,9,1.2
20260609_190003,6/9/2026,07:49.0,32.10491758,36.11303253,1.317,235.49,10,9,1.11
20260609_190003,6/9/2026,07:50.0,32.10492311,36.1130297,0.812,236.41,10,8,1.13
20260609_190003,6/9/2026,07:51.0,32.10492274,36.11303928,0.765,214.41,10,7,1.06
20260609_190003,6/9/2026,07:52.0,32.10492038,36.11303381,0.712,213.51,10,9,1.3
20260609_190003,6/9/2026,07:53.0,32.10493004,36.11303562,1.239,235.51,10,9,1.29
20260609_190003,6/9/2026,07:54.0,32.10491747,36.11304069,1.263,213.51,10,7,1.04
20260609_190003,6/9/2026,07:55.0,32.10493021,36.11303807,1.235,235.51,10,9,1.18
20260609_190003,6/9/2026,07:56.0,32.10492042,36.11303361,1.367,213.51,9,8,1.22
20260609_190003,6/9/2026,07:57.0,32.10492552,36.11302808,1.003,235.51,10,9,1.11
20260609_190003,6/9/2026,07:58.0,32.10492881,36.11303279,0.786,235.94,10,9,1.26
20260609_190003,6/9/2026,07:59.0,32.10491834,36.11303868,1.106,213.94,10,9,1.16
20260609_190003,6/9/2026,08:00.0,32.10493031,36.11304324,1.528,235.94,10,9,1.31
20260609_190003,6/9/2026,08:01.0,32.10493098,36.11303619,0.905,233.44,9,9,1.32
20260609_190003,6/9/2026,08:02.0,32.10492557,36.1130414,0.573,211.44,10,8,1.27
20260609_190003,6/9/2026,08:03.0,32.10492419,36.11302732,1.192,233.44,10,8,1.29
20260609_190003,6/9/2026,08:04.0,32.10492313,36.11303754,0.854,211.44,10,9,1.02
20260609_190003,6/9/2026,08:05.0,32.10492187,36.11304117,0.284,213.84,9,9,1.25
20260609_190003,6/9/2026,08:06.0,32.10492705,36.11303357,1.105,235.84,9,7,1.12
20260609_190003,6/9/2026,08:07.0,32.10491965,36.1130369,0.678,213.84,8,8,1.22
20260609_190003,6/9/2026,08:08.0,32.10492093,36.11304227,0.665,216.15,10,9,1.05
20260609_190003,6/9/2026,08:09.0,32.1049211,36.11303046,0.907,238.15,8,8,1.11
20260609_190003,6/9/2026,08:10.0,32.10492488,36.1130274,0.322,239.42,10,8,1.2
20260609_190003,6/9/2026,08:11.0,32.10491778,36.11303143,0.645,217.42,10,8,1.32
20260609_190003,6/9/2026,08:12.0,32.10492789,36.11302608,1.083,239.42,10,7,1.22
20260609_190003,6/9/2026,08:13.0,32.10492311,36.11304043,1.603,217.42,10,8,1.2
20260609_190003,6/9/2026,08:14.0,32.10492612,36.11302514,1.725,239.42,10,9,1.11
20260609_190003,6/9/2026,08:15.0,32.10491762,36.11302624,1.135,217.42,10,9,1.15
20260609_190003,6/9/2026,08:16.0,32.10491211,36.11303993,1.543,195.42,10,9,0.99
20260609_190003,6/9/2026,08:17.0,32.10491935,36.11302598,1.688,217.42,10,8,1.09
20260609_190003,6/9/2026,08:18.0,32.10492212,36.11302552,0.461,218.03,10,9,0.99
20260609_190003,6/9/2026,08:19.0,32.10492,36.11303879,1.499,196.03,10,7,1.13
20260609_190003,6/9/2026,08:20.0,32.10492198,36.11302913,1.136,218.03,10,7,1.09
20260609_190003,6/9/2026,08:21.0,32.10492617,36.11302699,0.675,217.6,10,9,1.31
20260609_190003,6/9/2026,08:22.0,32.10491473,36.11302946,1.426,195.6,8,8,1.05
20260609_190003,6/9/2026,08:23.0,32.10492003,36.1130327,0.859,195.97,10,9,1.04
20260609_190003,6/9/2026,08:24.0,32.10491597,36.11302638,0.976,217.97,10,9,1.37
20260609_190003,6/9/2026,08:25.0,32.10492847,36.11303342,1.381,239.97,10,8,1.06
20260609_190003,6/9/2026,08:26.0,32.10492121,36.11302956,1.112,217.97,10,9,1.2
20260609_190003,6/9/2026,08:27.0,32.10491566,36.11303761,1.212,195.97,10,9,1.08
20260609_190003,6/9/2026,08:28.0,32.10492215,36.11304009,0.971,173.97,10,7,1.37
20260609_190003,6/9/2026,08:29.0,32.1049197,36.11303241,0.669,195.97,10,9,1.24
20260609_190003,6/9/2026,08:30.0,32.10491925,36.11303693,0.298,196.08,10,9,1.38
